Comment,is_positive
Renea bullard Not all its cracked up to be....need more features to choise from,0
Too many glitches. I used to love it but now the balls fly all over in the wrong direction,0
"Excellent tracking tool I have used this app on many phones, currently on HTC One and it' s worked extremely well on all. Tracking is outstanding, nice community, and great customer service. Thanks",1
Not helpful It was too fast and for some of them it didn't even make sense,0
"uphill racing. okinnana met. Nagalas. My 60,000 coins vanished when i upgraded from jeep to concept but did not get the concept car. Sucks. Rate this half star, falling star",0
Doesn't work I can't do anything. Nothing happens,0
"Unbearable amount of ads Cannot enjoy the game even bit, just coz of ads. You are not even giving time for any1 to like the game, by bombarding with ads. Then who would think of paying One of d worst game I've installed yet",0
"It was fun while it lasted, but half the time it gets stuck loading, and now it doesn't run at all...",0
A disappointment It was terrible I read the reviews. They are not true,0
What a great game for my lil sister. Love it,1
Winner AI Factory makes great games. I own several paid versions of their games and I am glad I bought them.,1
Register Its not letting me register,0
Not opening,0
Ads man Wow how many ads do you gotta shove down my throat  Absolutely terrible.,0
To early to tell Not even two minutes in it asks for a rating.,0
Loved it My daughter really loved it,1
Awsome Lol jk so its one of the best gamesloveit,1
Xperia ion hspa Waste on my money..just can open the intro video and crash after it and make my phone restart.secondly try it same.need to resolve this and feedback ASAP,0
Bad Worse worse worst worst,0
I love this game Is awesome,1
Bubble cat Fun,1
Doesn't work Shuts down immediately. Waste. My daughter's upset it should be compatible but isn't working.,0
Does not Work Does not work on Samsung Galaxy Ace Style model SMS765C. Says orientation senor not found.,0
Terrible game Downloaded the game and played for a few minutes then turning it off. Come back to the game later and it won't open. All of this in a manner of about 5 hours.,0
page,0
I have a piano in my home which i carry wen ever i want n where ever i want.app loved it.,1
It is not that bad The game is somehow.  Why can't we skip the one we don't know. Who so ever created this game should really work on it batter. I wish I never downloaded it. Meanwhile it still helps me with other logo games.,0
"Offline reading not possible, so it's useless for subway commutes. Authentication server frequently goes down can't log in making app useless for hours at a time for no real reason",0
It's awsome,1
Perfect,1
Hated it It's so boring i feel bored when i install it don't install it it's so boring,0
Not enjoyable The tic tac toe game made me hate it,0
Vip Goooooood and baste,1
"Game save ruined by this update I purchased the Toyota it's not cheap but after I completed Le Mans and got the Porsche 2015, the Toyota is gone from the garage the Porsche now appears twice. What am I supposed to do now Buy it again for 1000 gold",0
Been using this app for 2.5yrs now and its brilliant  use it for every trip i make ,1
I dont really like games that time you the graphics are not that good,0
Terrible It won't even let me in once I created a character it shot me out the app. I have tried over 10 times. I wish I could give this app a zero. If the fix it I will give it a better rank,0
Excellent but frustrating This is an excellent game with fantastic rolling graphics. Its just a little frustrating and you will need great dexterity when manoeuvering across the tracks.,1
Great player. Would be excellent with an openings database.,1
Crossword What a great way to pass time and challenge your brain at the same time. I wish there were harder levels.,1
Great Hope they make a future game like this,1
Loved this one. Keeps your attention which caused me to stay up late playing it. If you're into challenges play this one. Good luck,1
"Great domino game After many tried apps, this is by far the best one. Wish i had thought of it.",1
"Accelerometer problems Funish game with great graphics, but the accelerometer will flip mid game for no reason. Entirely frustrating and disappointing. Ruins the experience.",0
Cartoon network is better than this...,0
Cool app I've met and enjoyed a few really cool people so its a great app with a little twist of fun ,1
Love it Loved the last version but Pro is even better. Would love sound effects for more atmosphere.,1
Lovely A great app from a great person Initially had a problem which I communicated by mail. It was immediately taken up and resolved. Wonderful app and wonderful after sale service. You can't ask for more. Cheers and good luck.,1
Billy Bancroft Love to play this . releases stress,1
Hearts Very poor now. Unlucky game to play for virtual cash.,0
I'm pissed off... I've already completed like 5levels n it was pretty hard and it was not even saved... so i have to start all over again,0
"SUCKS Server is unable, even if I can load the game I can't play it at all, I see many others are facing the same issue as well, Gamloft I hope you are reading this",0
"Precise, and a very efficient app.",1
"HOUSE OF FUN IS JUST THATFUNYOU LIKE WINNING MONEYTHEN THIS IS YOUR GAME JUST GIVE IT A TRY,,,YOU WILL LIKE TOOLOT OF SLOTS TO CHOOSE FROMGREAT PAY OUTS,,,AND YOU ALWAYS GET THE RIGHT AMOUNTIF YOU WANT TO HAVE FUN,,,,THEN PLAY. HOUSE OF FUN",1
"Much better now This version works much better, the bugs has been fixed and the algorithm seems much better.",1
Wtf It wont open... I thought it would have been a great game...but no matter what i try it wont open...every time i open it it closes itself....Fix it GLU,0
"App won't open on Android device A bit disappointed, and i say a bit, only cuz i make it a point never to rely on free apps any more.  My daughter colored in 5 pictures of her new book and got all excited, only to be let down by the app.",0
"It doesn't work in restricted profile in lollipop It doesn't work at all in restricted profile in lollipop, can not take advantage on restricted users feature for my 3 yo girl",0
